Subject	ISI	Target_Type	Set_Size	ACCURACY	REACTION_TIME
17	200	new	4	1	595
17	200	new	2	1	531
17	200	new	4	1	608
17	200	old	3	1	511
17	200	old	2	1	606
17	200	old	4	1	459
17	200	old	4	1	522
17	200	new	4	1	497
17	200	new	3	1	497
17	200	new	4	1	626
17	200	old	4	1	360
17	200	new	2	1	544
17	200	new	3	1	531
17	200	new	2	1	705
17	200	new	4	1	608
17	200	new	2	1	482
17	200	new	4	1	872
17	200	old	4	1	385
17	200	old	3	1	480
17	200	new	2	1	496
17	200	old	2	1	708
17	200	old	4	1	661
17	200	new	3	1	847
17	200	old	3	1	370
17	200	new	4	1	1658
17	200	old	3	1	411
17	200	old	3	1	476
17	200	new	2	1	458
17	200	old	3	1	543
17	200	old	3	1	370
17	200	new	2	1	672
17	200	new	2	1	647
17	0	new	2	1	347
17	0	old	4	1	477
17	0	old	4	1	624
17	0	old	3	1	425
17	0	new	4	1	518
17	0	old	4	1	409
17	0	old	3	1	687
17	0	old	4	1	430
17	0	old	3	1	669
17	0	old	4	1	547
17	0	new	3	1	386
17	0	old	4	1	527
17	0	new	3	1	411
17	0	new	3	1	331
17	0	old	3	1	536
17	0	new	2	1	494
17	0	new	4	1	380
17	0	new	2	1	362
17	0	old	3	1	513
17	0	old	2	1	462
17	0	old	2	1	395
17	0	old	4	1	484
17	0	new	4	1	378
17	0	old	3	1	592
17	0	old	4	1	617
17	0	new	4	1	402
17	0	new	3	1	510
17	0	old	4	1	491
17	0	old	2	1	469
17	0	old	3	1	552
17	0	old	4	1	485
17	0	old	3	1	437
17	0	old	3	1	614
17	0	new	2	1	502
17	0	old	4	1	695
17	0	new	4	1	540
17	0	old	3	1	543
17	0	new	3	1	381
17	0	old	3	1	631
17	0	new	3	1	602
17	0	new	4	1	376
17	0	old	4	1	813
17	0	old	3	1	556
17	0	new	3	1	488
17	0	old	4	1	841
17	0	old	4	1	756
17	0	old	4	1	676
17	0	old	3	1	667
17	0	old	2	1	679
17	0	new	4	1	508
17	0	old	4	1	551
17	0	old	3	1	667
17	0	old	3	1	635
17	0	old	4	1	899
17	0	new	3	1	448
17	0	old	4	1	510
17	0	old	2	1	696
17	0	new	2	1	548
17	0	old	2	1	594
17	0	old	4	1	473
17	0	new	3	1	520
17	0	new	4	1	490
17	0	old	2	1	542
17	0	old	3	1	578
17	0	old	3	1	516
17	0	old	4	1	608
17	0	old	4	1	771
17	0	new	2	1	559
17	0	old	2	1	549
17	0	old	4	1	734
17	0	old	4	1	481
17	0	old	4	1	682
17	0	old	3	1	760
17	0	new	2	1	656
17	0	old	4	1	633
17	0	old	4	1	496
17	0	new	3	1	510
17	0	old	4	1	634
17	0	new	4	1	501
17	0	old	4	1	746
17	0	new	2	1	476
17	0	new	2	1	782
17	0	new	2	1	371
17	0	old	4	1	487
17	0	old	3	1	398
17	0	old	2	1	665
17	0	old	4	1	679
17	0	old	2	1	571
17	0	old	3	1	598
17	0	new	4	1	483
17	200	new	3	1	338
17	200	new	4	1	422
17	200	old	3	1	497
17	200	old	3	1	506
17	200	old	3	1	541
17	200	new	4	1	434
17	200	new	3	1	509
17	200	new	2	1	475
17	200	old	4	1	564
17	200	new	3	1	671
17	200	new	4	1	434
17	200	old	4	1	465
17	200	old	3	1	467
17	200	old	3	1	501
17	200	new	3	1	468
17	200	old	4	1	504
17	200	old	4	1	410
17	200	old	4	1	519
17	200	old	3	1	509
17	200	old	4	1	467
17	200	old	4	1	532
17	200	old	2	1	549
17	200	new	2	1	447
17	200	old	3	1	545
17	200	old	3	1	635
17	200	old	4	1	418
17	200	old	2	1	338
17	200	new	2	1	439
17	200	new	3	1	510
17	200	old	4	1	902
17	200	old	3	1	462
17	200	old	4	1	480
17	200	old	4	1	425
17	200	new	2	1	580
17	200	new	3	1	462
17	200	new	3	1	342
17	200	old	4	1	423
17	200	old	4	1	416
17	200	old	4	1	530
17	200	old	3	1	405
17	200	old	3	1	555
17	200	old	4	1	456
17	200	new	3	1	473
17	200	old	2	1	343
17	200	new	2	1	479
17	200	old	3	1	419
17	200	old	4	1	440
17	200	new	2	1	393
17	200	new	4	1	518
17	200	old	4	1	527
17	200	old	4	1	328
17	200	old	3	1	477
17	200	new	4	1	361
17	200	old	2	1	428
17	200	old	4	1	471
17	200	new	3	1	649
17	200	old	2	1	348
17	200	new	4	1	459
17	200	old	4	1	965
17	200	old	4	1	487
17	200	new	2	1	368
17	200	new	4	1	783
17	200	old	3	1	584
17	200	old	4	1	401
17	200	new	2	1	921
17	200	old	3	1	378
17	200	old	3	1	354
17	200	old	3	1	490
17	200	old	3	1	757
17	200	old	2	1	744
17	200	new	3	1	467
17	200	old	2	1	445
17	200	old	4	1	577
17	200	new	4	1	393
17	200	old	4	1	441
17	200	old	4	1	463
17	200	old	2	1	607
17	200	new	4	1	574
17	200	old	4	1	385
17	200	new	2	1	662
17	200	new	2	1	618
17	200	old	4	1	369
17	200	old	4	1	533
17	200	old	3	1	417
17	200	old	3	1	599
17	200	old	2	1	570
17	200	new	4	1	456
17	200	old	4	1	544
17	200	old	2	1	649
17	200	old	4	1	546
18	200	old	2	1	608
18	200	new	4	1	535
18	200	new	2	1	420
18	200	old	4	1	428
18	200	old	2	1	410
18	200	old	3	1	475
18	200	old	2	1	441
18	200	new	2	1	407
18	200	old	3	1	387
18	200	old	3	1	368
18	200	old	2	1	551
18	200	old	4	1	463
18	200	new	4	1	446
18	200	old	4	1	383
18	200	old	2	1	407
18	200	old	3	1	326
18	200	old	2	1	661
18	200	new	3	1	432
18	200	old	3	1	381
18	200	new	3	1	492
18	200	old	4	1	385
18	200	old	3	1	588
18	200	new	3	1	502
18	200	old	4	1	406
18	200	old	3	1	350
18	200	old	3	1	524
18	200	new	4	1	382
18	200	old	3	1	470
18	200	old	3	1	398
18	200	old	4	1	412
18	200	old	4	1	353
18	200	new	2	1	382
18	200	old	4	1	382
18	200	old	3	1	341
18	200	new	3	1	382
18	200	new	4	1	396
18	200	new	4	1	438
18	200	new	4	1	312
18	200	new	2	1	412
18	200	new	3	1	340
18	200	old	4	1	359
18	200	new	2	1	402
18	200	old	3	1	394
18	200	old	4	1	561
18	200	old	4	1	336
18	200	new	4	1	457
18	200	old	3	1	361
18	200	new	3	1	365
18	200	old	2	1	435
18	200	old	4	1	497
18	200	old	3	1	461
18	200	old	3	1	360
18	200	old	4	1	625
18	200	old	4	1	701
18	200	old	3	1	394
18	200	old	2	1	363
18	200	old	2	1	425
18	200	old	4	1	344
18	200	old	2	1	533
18	200	new	2	1	369
18	200	old	4	1	480
18	200	new	3	1	471
18	200	old	4	1	481
18	200	old	4	1	396
18	200	new	2	1	365
18	200	new	3	1	435
18	200	new	2	1	404
18	200	old	3	1	617
18	200	new	2	1	386
18	200	old	3	1	317
18	200	old	4	1	984
18	200	old	4	1	431
18	200	old	4	1	611
18	200	old	3	1	413
18	200	new	4	1	395
18	200	new	4	1	607
18	200	old	4	1	500
18	200	old	4	1	501
18	200	old	4	1	384
18	200	old	3	1	365
18	200	old	4	1	401
18	200	old	4	1	350
18	200	old	4	1	350
18	200	old	4	1	490
18	200	new	3	1	420
18	200	new	4	1	469
18	200	old	4	1	326
18	200	new	3	1	517
18	200	old	4	1	338
18	200	new	2	1	401
18	0	old	3	1	454
18	0	old	3	1	517
18	0	new	3	1	358
18	0	old	4	1	591
18	0	old	4	1	488
18	0	old	4	1	627
18	0	old	2	1	383
18	0	old	4	1	535
18	0	old	2	1	440
18	0	new	2	1	657
18	0	old	4	1	447
18	0	new	2	1	508
18	0	old	4	1	477
18	0	new	4	1	437
18	0	old	3	1	544
18	0	old	4	1	467
18	0	old	4	1	497
18	0	old	4	1	573
18	0	new	4	1	527
18	0	new	3	1	360
18	0	new	3	1	362
18	0	old	4	1	734
18	0	old	3	1	441
18	0	old	4	1	505
18	0	old	2	1	465
18	0	old	4	1	479
18	0	new	2	1	471
18	0	old	4	1	471
18	0	old	3	1	461
18	0	old	4	1	472
18	0	old	3	1	488
18	0	old	3	1	666
18	0	old	2	1	460
18	0	old	3	1	570
18	0	old	3	1	560
18	0	old	4	1	478
18	0	old	2	1	400
18	0	old	4	1	426
18	0	new	3	1	422
18	0	old	4	1	629
18	0	new	4	1	515
18	0	old	4	1	443
18	0	old	4	1	532
18	0	old	4	1	491
18	0	new	4	1	556
18	0	new	3	1	422
18	0	old	3	1	503
18	0	old	3	0	369
18	0	new	4	1	318
18	0	old	3	1	552
18	0	new	2	1	385
18	0	new	4	1	418
18	0	new	3	1	767
18	0	old	3	1	786
18	0	new	2	1	437
18	0	old	3	1	540
18	0	old	3	1	710
18	0	old	3	1	714
18	0	old	4	1	692
18	0	new	2	1	430
18	0	old	2	1	1020
18	0	old	4	1	602
18	0	old	4	1	346
18	0	old	4	1	458
18	0	old	2	1	488
18	0	new	3	1	433
18	0	new	4	1	396
18	0	new	2	1	423
18	0	old	2	1	377
18	0	old	3	1	418
18	0	new	4	1	505
18	0	new	4	1	386
18	0	old	2	0	437
18	0	old	4	1	534
18	0	new	3	1	391
18	0	new	2	1	494
18	0	old	3	1	521
18	0	new	3	1	435
18	0	old	4	1	500
18	0	old	4	1	477
18	0	new	2	1	475
18	0	old	3	1	567
18	0	old	4	1	510
18	0	old	4	1	477
18	0	new	4	1	505
18	0	old	3	1	436
18	0	old	4	1	526
18	0	old	2	1	856
18	0	new	3	1	424
18	0	new	2	1	471
18	200	old	4	1	635
18	200	new	4	1	364
18	200	old	2	1	381
18	200	new	3	1	414
18	200	old	4	1	521
18	200	old	2	1	497
18	200	new	2	1	368
18	200	old	2	1	413
18	200	new	3	0	618
18	200	old	3	1	383
18	200	old	3	1	383
18	200	new	2	1	466
18	200	old	4	1	505
18	200	old	4	1	380
18	200	old	4	1	418
18	200	old	3	1	383
18	200	old	3	1	385
18	200	old	3	1	483
18	200	old	4	1	406
18	200	old	3	1	517
18	200	old	3	1	677
18	200	new	4	1	1351
18	200	old	4	1	413
18	200	new	4	1	368
18	200	old	2	1	345
18	200	old	4	1	390
18	200	old	4	1	393
18	200	new	2	1	686
18	200	old	3	1	396
18	200	old	4	1	349
18	200	old	3	1	411
18	200	old	4	1	364
18	200	new	4	1	310
18	200	new	3	1	516
18	200	old	3	1	394
18	200	old	4	1	508
18	200	new	2	1	426
18	200	old	3	1	545
18	200	old	3	1	434
18	200	new	4	1	530
18	200	new	3	1	368
18	200	new	4	1	406
18	200	old	4	1	410
18	200	new	2	1	356
18	200	old	4	1	358
18	200	old	4	1	387
18	200	old	4	1	577
18	200	new	2	1	682
18	200	new	2	1	413
18	200	old	4	1	314
18	200	old	4	1	395
18	200	old	4	1	647
18	200	old	3	1	426
18	200	old	3	1	373
18	200	new	2	1	371
18	200	old	2	1	364
18	200	new	4	1	326
18	200	old	4	1	692
18	200	old	4	1	462
18	200	old	4	1	533
18	200	new	3	1	330
18	200	new	3	1	367
18	200	old	4	1	506
18	200	old	2	1	404
18	200	new	3	1	584
18	200	old	3	1	308
18	200	old	3	1	458
18	200	old	2	1	346
18	200	new	4	1	401
18	200	new	3	1	612
18	200	old	4	1	332
18	200	old	3	1	523
18	200	old	4	1	348
18	200	new	2	1	412
18	200	old	2	1	386
18	200	old	2	1	360
18	200	old	4	1	315
18	200	new	3	1	514
18	200	old	4	1	454
18	200	new	2	1	405
18	200	old	4	1	412
18	200	old	3	1	415
18	200	old	2	1	376
18	200	new	3	1	644
18	200	new	4	1	434
18	200	old	4	1	412
18	200	new	4	1	756
18	200	old	4	1	695
18	200	old	3	1	420
18	200	old	3	1	354
18	0	new	2	1	397
18	0	new	4	1	490
18	0	old	2	1	581
18	0	old	4	1	421
18	0	old	3	1	510
18	0	new	2	1	354
18	0	old	3	1	529
18	0	old	4	1	605
18	0	old	2	1	462
18	0	new	2	1	455
18	0	new	3	1	414
18	0	new	2	1	454
18	0	new	4	1	631
18	0	old	4	1	573
18	0	old	3	1	800
18	0	old	2	1	643
18	0	old	4	1	612
18	0	new	2	1	516
18	0	old	4	1	432
18	0	new	4	1	445
18	0	old	4	1	794
18	0	old	3	1	536
18	0	new	2	1	404
18	0	new	4	1	356
18	0	old	3	1	522
18	0	old	4	1	467
18	0	new	4	1	478
18	0	old	3	1	589
18	0	old	3	1	484
18	0	old	4	1	442
18	0	old	4	1	701
18	0	new	3	1	670
18	0	old	2	1	730
18	0	old	3	1	603
18	0	new	4	1	448
18	0	new	3	1	424
18	0	old	3	1	527
18	0	old	2	1	495
18	0	new	3	1	713
18	0	old	4	1	539
18	0	old	2	1	415
18	0	old	4	1	417
18	0	old	4	1	506
18	0	old	2	1	450
18	0	old	3	1	499
18	0	old	3	1	622
18	0	old	4	1	530
18	0	old	3	1	519
18	0	old	3	1	594
18	0	old	4	1	435
18	0	new	4	1	366
18	0	new	2	1	361
18	0	new	2	1	715
18	0	old	4	1	446
18	0	new	4	1	444
18	0	old	4	1	483
18	0	new	3	1	507
18	0	old	4	1	447
18	0	old	4	1	395
18	0	old	3	1	695
18	0	old	3	1	391
18	0	old	2	1	453
18	0	old	3	1	484
18	0	new	3	1	656
18	0	old	4	1	434
18	0	new	4	1	401
18	0	old	2	1	463
18	0	old	4	1	415
18	0	old	3	1	419
18	0	old	4	1	481
18	0	new	3	1	466
18	0	new	3	1	429
18	0	old	4	1	858
18	0	new	2	1	446
18	0	old	4	1	705
18	0	old	2	1	438
18	0	old	3	1	415
18	0	old	4	1	736
18	0	old	4	1	467
18	0	new	3	1	406
18	0	old	4	1	421
18	0	old	4	1	697
18	0	old	4	1	568
18	0	new	4	1	605
18	0	old	4	1	573
18	0	new	3	1	437
18	0	old	3	1	396
18	0	old	3	1	434
18	0	new	2	1	506
18	0	old	4	1	679
19	0	new	4	1	784
19	0	old	4	1	786
19	0	old	4	1	1161
19	0	new	2	1	501
19	0	new	2	1	655
19	0	old	3	1	539
19	0	old	3	1	856
19	0	old	3	1	675
19	0	old	4	1	650
19	0	old	2	1	563
19	0	new	3	1	594
19	0	old	3	1	734
19	0	new	3	1	729
19	0	old	3	1	625
19	0	old	2	0	458
19	0	new	4	1	586
19	0	new	3	1	651
19	0	old	3	1	794
19	0	old	3	1	681
19	0	old	4	1	983
19	0	old	3	1	687
19	0	new	3	1	758
19	0	old	4	1	599
19	0	new	4	1	887
19	0	old	4	1	797
19	0	new	3	1	605
19	0	new	2	1	493
19	0	old	4	1	922
19	0	new	3	1	536
19	0	new	3	1	909
19	0	old	3	1	886
19	0	new	4	1	605
19	0	old	4	1	554
19	0	old	2	1	710
19	0	old	4	1	1193
19	0	new	4	1	599
19	0	old	4	1	986
19	0	old	4	1	823
19	0	old	2	1	690
19	0	old	2	1	743
19	0	old	3	1	528
19	0	old	4	1	881
19	0	old	4	1	688
19	0	new	2	1	574
19	0	new	3	1	760
19	0	new	2	1	549
19	0	new	2	1	541
19	0	old	4	1	925
19	0	old	3	1	631
19	0	old	4	1	608
19	0	old	4	1	1022
19	0	new	4	1	642
19	0	old	4	1	1327
19	0	old	4	1	868
19	0	old	3	1	720
19	0	old	2	1	549
19	0	old	3	1	809
19	0	old	4	1	1033
19	0	old	2	1	579
19	0	old	2	1	539
19	0	new	4	1	762
19	0	old	3	1	864
19	0	old	4	1	913
19	0	new	4	1	821
19	0	old	4	1	907
19	0	old	4	1	798
19	0	new	2	1	524
19	0	new	4	1	624
19	0	old	4	1	817
19	0	new	2	1	793
19	0	old	4	1	973
19	0	new	3	1	497
19	0	old	4	1	535
19	0	old	4	1	520
19	0	new	2	1	756
19	0	old	4	1	794
19	0	new	4	1	701
19	0	old	3	1	647
19	0	old	4	1	832
19	0	new	3	1	628
19	0	old	4	1	570
19	0	old	3	1	477
19	0	old	4	1	528
19	0	old	3	1	662
19	0	old	3	1	569
19	0	old	2	1	766
19	0	old	2	1	812
19	0	new	2	1	657
19	0	old	3	1	410
19	0	old	3	1	627
19	200	new	3	1	508
19	200	new	2	1	511
19	200	old	3	1	921
19	200	old	4	1	662
19	200	new	4	1	513
19	200	old	2	1	558
19	200	old	3	1	461
19	200	old	4	1	672
19	200	old	4	1	485
19	200	old	4	1	733
19	200	old	3	1	505
19	200	old	3	1	518
19	200	old	3	1	813
19	200	new	3	1	537
19	200	old	4	1	512
19	200	new	3	1	532
19	200	old	4	1	445
19	200	old	3	1	672
19	200	old	4	1	541
19	200	old	4	1	530
19	200	old	3	1	470
19	200	old	2	1	743
19	200	old	4	1	582
19	200	new	4	1	971
19	200	new	3	1	603
19	200	old	4	1	837
19	200	old	4	1	677
19	200	old	4	1	546
19	200	new	2	1	580
19	200	new	4	1	962
19	200	old	3	1	465
19	200	new	4	1	405
19	200	old	3	1	447
19	200	old	2	1	585
19	200	new	4	1	840
19	200	old	4	1	525
19	200	new	4	1	435
19	200	new	4	1	400
19	200	old	4	0	404
19	200	new	3	1	646
19	200	new	2	1	667
19	200	old	4	1	507
19	200	old	3	1	615
19	200	old	3	1	576
19	200	old	4	1	460
19	200	old	4	1	497
19	200	old	4	1	486
19	200	old	3	1	631
19	200	new	3	1	669
19	200	new	2	1	706
19	200	old	3	1	507
19	200	old	2	1	548
19	200	old	3	1	475
19	200	old	4	1	590
19	200	new	3	1	668
19	200	old	4	1	652
19	200	new	4	1	799
19	200	new	3	1	664
19	200	old	2	1	459
19	200	new	2	1	552
19	200	old	4	1	801
19	200	old	2	1	567
19	200	old	4	1	467
19	200	old	4	1	780
19	200	old	4	1	571
19	200	old	2	1	408
19	200	new	2	1	551
19	200	old	3	1	677
19	200	old	4	1	396
19	200	new	4	1	600
19	200	new	2	1	373
19	200	new	2	1	470
19	200	new	3	1	618
19	200	old	2	1	618
19	200	old	4	1	598
19	200	new	2	1	660
19	200	old	4	1	617
19	200	old	4	1	1167
19	200	old	4	1	672
19	200	new	3	1	614
19	200	new	2	1	660
19	200	new	4	1	1249
19	200	old	3	1	688
19	200	old	4	1	756
19	200	old	3	1	448
19	200	old	3	1	634
19	200	old	2	1	595
19	200	old	3	1	585
19	200	old	3	1	1300
19	200	old	2	1	659
19	0	old	4	1	603
19	0	new	2	1	746
19	0	new	2	1	919
19	0	old	3	1	568
19	0	old	3	1	515
19	0	old	4	1	824
19	0	old	4	1	625
19	0	new	2	1	590
19	0	old	4	1	941
19	0	old	4	1	951
19	0	old	2	1	711
19	0	old	4	1	834
19	0	old	3	1	775
19	0	old	2	1	671
19	0	new	3	1	1444
19	0	new	4	1	559
19	0	old	3	1	983
19	0	old	3	1	908
19	0	old	4	1	618
19	0	new	2	1	512
19	0	new	4	1	554
19	0	old	4	1	1021
19	0	old	2	1	963
19	0	old	4	1	522
19	0	old	2	0	773
19	0	new	4	1	681
19	0	old	4	1	587
19	0	old	4	1	654
19	0	old	4	1	860
19	0	old	4	1	570
19	0	old	4	1	869
19	0	old	3	1	564
19	0	old	2	1	655
19	0	old	4	1	681
19	0	old	4	1	949
19	0	new	4	1	686
19	0	old	4	1	724
19	0	old	4	1	1328
19	0	new	2	1	535
19	0	old	3	1	521
19	0	new	2	1	661
19	0	old	4	1	1562
19	0	old	3	1	762
19	0	old	3	1	672
19	0	old	2	1	577
19	0	old	3	1	594
19	0	old	3	1	869
19	0	old	3	1	692
19	0	new	3	1	576
19	0	old	3	1	733
19	0	old	4	1	450
19	0	old	2	0	472
19	0	old	3	1	769
19	0	new	4	1	986
19	0	old	4	1	671
19	0	old	3	1	606
19	0	old	2	1	682
19	0	new	3	1	522
19	0	new	2	1	926
19	0	old	4	1	1147
19	0	old	4	1	747
19	0	new	2	1	621
19	0	old	3	1	577
19	0	new	3	1	486
19	0	old	4	1	490
19	0	new	2	1	505
19	0	old	3	1	737
19	0	new	3	1	661
19	0	new	2	1	1120
19	0	old	3	1	876
19	0	new	3	1	528
19	0	new	3	1	569
19	0	new	4	1	1706
19	0	new	3	1	482
19	0	new	4	1	749
19	0	old	4	1	1076
19	0	old	3	1	1091
19	0	old	4	1	820
19	0	old	3	1	545
19	0	new	3	1	524
19	0	old	4	1	559
19	0	old	4	1	656
19	0	old	4	1	529
19	0	new	3	1	660
19	0	new	4	1	476
19	0	new	4	1	992
19	0	new	4	1	639
19	0	old	2	1	640
19	0	old	4	1	827
19	0	old	2	1	634
19	200	old	3	1	364
19	200	new	2	1	595
19	200	new	4	1	880
19	200	old	4	1	666
19	200	new	3	1	589
19	200	new	3	1	625
19	200	new	4	1	641
19	200	old	4	1	750
19	200	old	2	1	457
19	200	new	2	1	526
19	200	old	4	1	421
19	200	old	4	1	494
19	200	new	4	1	703
19	200	new	4	1	550
19	200	old	2	1	561
19	200	old	4	1	764
19	200	old	4	1	582
19	200	old	4	1	466
19	200	new	4	1	655
19	200	new	2	1	685
19	200	new	2	1	599
19	200	old	3	1	654
19	200	new	4	1	582
19	200	old	2	1	663
19	200	old	4	1	491
19	200	new	3	1	593
19	200	old	3	1	550
19	200	old	3	1	458
19	200	new	3	1	609
19	200	new	4	1	653
19	200	old	3	1	496
19	200	new	3	1	506
19	200	old	2	1	478
19	200	old	4	1	424
19	200	new	4	1	520
19	200	old	2	1	480
19	200	old	4	1	568
19	200	new	2	1	689
19	200	old	4	1	571
19	200	new	2	1	658
19	200	old	4	1	665
19	200	old	3	1	505
19	200	new	4	1	559
19	200	new	3	1	797
19	200	old	4	1	716
19	200	old	3	1	646
19	200	old	4	1	1032
19	200	old	3	1	635
19	200	old	2	1	654
19	200	new	2	1	501
19	200	old	3	1	509
19	200	old	4	1	696
19	200	new	2	1	506
19	200	old	2	1	504
19	200	old	4	1	645
19	200	new	2	1	660
19	200	old	3	1	485
19	200	old	3	1	522
19	200	old	4	1	786
19	200	old	3	1	568
19	200	old	4	1	461
19	200	old	4	1	569
19	200	old	4	1	655
19	200	old	3	1	551
19	200	new	3	1	678
19	200	old	3	1	524
19	200	old	2	1	660
19	200	new	4	1	705
19	200	old	4	1	1290
19	200	old	3	1	462
19	200	new	3	1	811
19	200	old	4	1	481
19	200	old	3	1	486
19	200	old	4	1	471
19	200	new	2	1	422
19	200	new	3	1	645
19	200	old	3	1	576
19	200	new	3	1	632
19	200	old	4	1	439
19	200	old	4	1	483
19	200	old	4	1	523
19	200	old	3	1	1064
19	200	old	4	1	572
19	200	old	4	1	439
19	200	old	3	0	465
19	200	old	2	1	627
19	200	old	2	1	617
19	200	old	4	1	682
19	200	old	4	1	545
19	200	old	3	1	703
20	200	old	3	1	846
20	200	new	3	1	603
20	200	new	2	1	489
20	200	old	3	1	444
20	200	new	4	1	509
20	200	old	3	1	679
20	200	old	4	1	581
20	200	old	4	1	845
20	200	new	4	1	561
20	200	new	2	1	629
20	200	old	2	1	676
20	200	old	4	1	598
20	200	new	2	1	544
20	200	new	4	1	543
20	200	old	3	1	572
20	200	old	3	1	449
20	200	old	3	1	507
20	200	old	2	1	491
20	200	old	4	1	447
20	200	new	4	1	964
20	200	old	4	1	448
20	200	new	3	1	620
20	200	new	2	1	504
20	200	new	2	1	1266
20	200	old	4	1	544
20	200	old	4	1	482
20	200	old	4	1	725
20	200	old	4	1	667
20	200	old	3	1	517
20	200	old	3	1	430
20	200	new	4	1	561
20	200	old	2	1	466
20	200	new	2	1	546
20	200	old	3	1	677
20	200	new	2	1	591
20	200	old	3	1	663
20	200	old	3	1	558
20	200	old	3	1	489
20	200	old	2	1	433
20	200	old	4	1	522
20	200	old	2	0	555
20	200	old	3	1	696
20	200	old	4	1	833
20	200	old	3	1	669
20	200	old	4	1	792
20	200	old	2	1	690
20	200	old	2	1	726
20	200	new	4	1	658
20	200	old	4	1	900
20	200	old	4	1	737
20	200	new	3	1	1025
20	200	new	3	1	714
20	200	new	2	1	811
20	200	old	3	1	680
20	200	old	4	1	731
20	200	old	4	1	1147
20	200	old	4	1	558
20	200	old	4	1	718
20	200	new	2	1	620
20	200	old	2	1	719
20	200	new	4	1	639
20	200	old	4	1	618
20	200	old	4	1	656
20	200	old	4	1	1174
20	200	old	4	1	583
20	200	new	3	1	681
20	200	new	3	1	499
20	200	old	2	1	600
20	200	old	4	1	1195
20	200	new	4	1	934
20	200	old	4	1	757
20	200	old	4	1	621
20	200	old	4	1	899
20	200	old	4	1	745
20	200	new	2	1	623
20	200	old	3	1	877
20	200	old	3	1	908
20	200	old	3	1	868
20	200	old	4	1	588
20	200	old	4	1	612
20	200	old	3	1	559
20	200	old	3	1	529
20	200	new	3	1	585
20	200	old	2	1	659
20	200	old	4	1	640
20	200	new	4	1	717
20	200	new	3	1	806
20	200	new	4	1	660
20	200	new	3	1	677
20	200	new	3	1	640
20	0	old	3	1	672
20	0	old	4	1	638
20	0	new	2	1	707
20	0	old	4	1	758
20	0	new	3	1	535
20	0	old	3	1	742
20	0	new	3	1	620
20	0	old	2	1	546
20	0	new	3	1	515
20	0	old	3	1	459
20	0	new	4	1	655
20	0	new	4	1	1107
20	0	old	3	1	737
20	0	old	2	1	618
20	0	old	4	1	737
20	0	new	3	1	716
20	0	old	4	1	706
20	0	old	2	1	148
20	0	old	3	1	883
20	0	new	4	1	1056
20	0	new	4	1	649
20	0	old	2	1	504
20	0	new	3	1	590
20	0	old	4	1	617
20	0	old	4	1	663
20	0	old	3	1	662
20	0	old	4	1	678
20	0	old	4	1	765
20	0	new	2	1	528
20	0	new	2	1	568
20	0	new	2	1	480
20	0	old	3	1	527
20	0	old	4	1	731
20	0	old	4	1	684
20	0	old	4	1	672
20	0	old	4	1	675
20	0	old	4	1	628
20	0	new	4	1	545
20	0	old	4	1	576
20	0	old	4	1	888
20	0	new	4	1	658
20	0	old	4	1	834
20	0	old	4	1	639
20	0	new	2	1	815
20	0	old	3	1	721
20	0	old	3	1	605
20	0	old	3	1	730
20	0	old	2	1	674
20	0	old	3	1	706
20	0	old	3	1	791
20	0	old	4	1	1035
20	0	old	4	1	1123
20	0	old	4	1	574
20	0	old	3	1	614
20	0	old	4	1	557
20	0	new	4	1	582
20	0	old	4	1	671
20	0	new	4	1	527
20	0	old	4	1	565
20	0	old	3	1	821
20	0	new	3	1	488
20	0	new	3	1	544
20	0	new	2	1	560
20	0	new	2	1	512
20	0	old	4	1	538
20	0	old	3	1	676
20	0	old	3	0	483
20	0	old	2	1	543
20	0	new	3	1	690
20	0	old	4	1	533
20	0	new	4	1	572
20	0	old	3	1	871
20	0	new	3	1	510
20	0	new	3	1	731
20	0	old	2	1	641
20	0	old	4	1	718
20	0	new	2	1	721
20	0	old	2	1	926
20	0	old	3	1	799
20	0	old	3	1	559
20	0	new	2	0	776
20	0	old	4	1	734
20	0	old	2	1	669
20	0	old	4	1	1388
20	0	old	4	1	693
20	0	new	2	1	442
20	0	old	4	1	615
20	0	old	3	1	693
20	0	new	4	1	797
20	0	old	2	1	894
20	200	old	4	1	606
20	200	new	2	1	641
20	200	old	4	1	633
20	200	new	3	1	606
20	200	old	4	1	579
20	200	new	4	1	569
20	200	new	3	1	751
20	200	new	2	1	624
20	200	old	4	1	853
20	200	old	3	1	661
20	200	old	4	1	994
20	200	old	2	1	601
20	200	old	2	1	676
20	200	old	2	1	598
20	200	old	3	1	572
20	200	old	4	1	632
20	200	old	4	1	844
20	200	old	3	1	711
20	200	new	2	1	616
20	200	old	3	1	507
20	200	old	4	1	1000
20	200	new	3	1	530
20	200	old	3	1	560
20	200	new	4	1	563
20	200	new	2	1	596
20	200	new	4	1	805
20	200	old	4	1	524
20	200	old	2	1	518
20	200	new	3	1	487
20	200	old	4	1	711
20	200	old	3	0	594
20	200	old	3	1	866
20	200	new	4	1	957
20	200	new	4	1	631
20	200	old	4	1	720
20	200	old	4	1	646
20	200	new	3	1	639
20	200	old	3	1	633
20	200	old	2	1	657
20	200	old	4	1	557
20	200	new	2	1	599
20	200	old	3	1	850
20	200	old	3	1	753
20	200	old	2	1	649
20	200	old	3	1	887
20	200	old	2	1	604
20	200	new	2	1	768
20	200	old	4	1	963
