Subject	ISI	Target_Type	Set_Size	ACCURACY	REACTION_TIME
9	0	old	2	1	597
9	0	old	4	1	566
9	0	old	3	1	524
9	0	old	4	1	559
9	0	old	4	1	805
9	0	old	2	1	527
9	0	new	4	1	578
9	0	old	4	1	912
9	0	old	4	1	1151
9	0	old	4	1	598
9	0	old	4	0	476
9	0	new	3	1	525
9	0	old	3	1	481
9	0	old	4	1	759
9	0	old	2	1	519
9	0	new	4	1	774
9	0	old	2	1	646
9	0	new	3	1	518
9	0	old	3	1	467
9	0	new	3	1	610
9	0	old	3	1	579
9	0	new	2	1	918
9	0	old	4	1	701
9	0	old	2	1	502
9	0	new	2	1	566
9	0	new	4	1	512
9	0	new	2	1	552
9	0	old	4	1	837
9	0	old	2	1	596
9	0	old	4	1	487
9	0	old	4	1	526
9	0	new	3	1	504
9	200	old	4	1	465
9	200	old	2	1	474
9	200	new	2	1	497
9	200	old	4	1	444
9	200	old	2	1	467
9	200	old	3	1	411
9	200	new	3	1	585
9	200	new	3	1	525
9	200	old	4	1	534
9	200	new	4	1	446
9	200	new	3	1	522
9	200	old	3	1	429
9	200	old	4	1	420
9	200	new	3	1	572
9	200	old	3	1	836
9	200	new	4	1	567
9	200	old	4	1	608
9	200	new	3	1	440
9	200	old	3	1	523
9	200	new	2	1	403
9	200	old	2	1	442
9	200	old	3	1	455
9	200	old	2	1	398
9	200	new	4	1	395
9	200	new	2	1	466
9	200	old	3	0	552
9	200	new	2	1	619
9	200	old	4	1	465
9	200	old	4	1	511
9	200	old	3	1	538
9	200	old	4	1	665
9	200	old	4	1	518
9	200	old	4	1	544
9	200	new	3	1	448
9	200	new	2	1	379
9	200	old	4	1	399
9	200	new	4	1	462
9	200	old	3	1	551
9	200	old	2	1	405
9	200	new	4	1	1074
9	200	old	4	1	457
9	200	old	4	1	410
9	200	old	3	1	450
9	200	old	4	1	555
9	200	new	4	1	524
9	200	new	2	1	655
9	200	old	3	1	588
9	200	old	4	1	526
9	200	new	3	1	557
9	200	old	4	1	440
9	200	old	3	1	537
9	200	old	4	0	523
9	200	old	4	1	486
9	200	new	2	1	440
9	200	old	3	1	471
9	200	old	4	1	414
9	200	old	4	1	377
9	200	old	2	1	422
9	200	new	2	1	438
9	200	old	4	1	391
9	200	new	3	1	369
9	200	new	2	1	446
9	200	new	3	1	749
9	200	new	4	1	513
9	200	old	3	1	376
9	200	old	4	1	503
9	200	old	4	1	549
9	200	old	4	1	425
9	200	old	2	1	363
9	200	new	3	1	550
9	200	old	3	1	439
9	200	new	2	1	576
9	200	old	3	1	365
9	200	old	3	1	540
9	200	old	4	1	559
9	200	old	4	1	508
9	200	old	4	1	444
9	200	old	4	1	441
9	200	old	3	1	566
9	200	old	4	1	487
9	200	old	3	1	527
9	200	old	4	1	601
9	200	old	2	1	452
9	200	old	2	1	395
9	200	new	4	1	367
9	200	old	2	1	533
9	200	old	3	1	783
9	200	new	4	1	524
9	200	old	3	1	349
9	200	new	4	1	500
9	0	old	2	1	447
9	0	old	4	1	426
9	0	old	3	1	451
9	0	old	3	1	615
9	0	old	2	1	571
9	0	old	4	1	688
9	0	new	3	1	558
9	0	old	4	1	575
9	0	new	2	1	577
9	0	new	2	1	450
9	0	old	4	1	458
9	0	new	2	1	433
9	0	old	3	1	437
9	0	new	2	1	497
9	0	old	4	1	656
9	0	old	4	1	459
9	0	old	2	1	509
9	0	old	4	1	665
9	0	new	2	1	519
9	0	old	4	1	562
9	0	old	4	1	463
9	0	old	4	1	650
9	0	new	4	1	582
9	0	new	2	1	358
9	0	old	4	1	740
9	0	old	2	1	515
9	0	new	3	1	416
9	0	old	3	1	517
9	0	old	3	1	478
9	0	old	3	1	427
9	0	old	3	1	544
9	0	old	2	1	765
9	0	old	4	1	479
9	0	old	2	1	564
9	0	new	2	1	521
9	0	old	2	1	509
9	0	old	4	1	410
9	0	new	3	1	481
9	0	new	3	1	436
9	0	old	3	1	504
9	0	new	4	1	501
9	0	new	4	1	360
9	0	old	4	1	502
9	0	old	4	1	464
9	0	old	4	1	636
9	0	old	4	1	733
9	0	old	2	1	510
9	0	old	3	1	503
9	0	old	4	1	508
9	0	old	3	1	502
9	0	old	3	1	418
9	0	old	4	0	415
9	0	new	3	1	533
9	0	old	4	1	433
9	0	old	4	1	547
9	0	old	4	1	555
9	0	old	2	1	623
9	0	old	3	1	514
9	0	new	3	1	524
9	0	old	3	1	390
9	0	new	4	1	531
9	0	new	2	1	547
9	0	old	2	1	436
9	0	old	4	1	530
9	0	old	4	1	450
9	0	old	4	1	616
9	0	old	3	1	416
9	0	new	2	1	420
9	0	new	3	0	358
9	0	old	4	1	509
9	0	old	3	1	528
9	0	new	4	1	567
9	0	new	3	1	524
9	0	new	3	1	511
9	0	new	4	1	480
9	0	old	3	1	536
9	0	new	4	1	413
9	0	new	4	1	449
9	0	old	4	1	572
9	0	new	4	1	483
9	0	old	4	1	563
9	0	old	3	1	587
9	0	old	3	1	385
9	0	new	2	1	446
9	0	old	4	1	601
9	0	new	3	1	413
9	0	old	4	1	629
9	0	old	3	1	591
9	0	new	4	1	492
9	0	old	3	1	646
9	200	old	3	1	348
9	200	old	4	1	416
9	200	new	3	1	386
9	200	new	4	1	396
9	200	new	3	1	576
9	200	new	4	1	441
9	200	old	4	1	579
9	200	new	4	1	654
9	200	old	4	1	624
9	200	old	3	1	512
9	200	old	4	1	554
9	200	old	3	1	644
9	200	old	4	1	341
9	200	old	3	1	441
9	200	old	2	1	442
9	200	new	4	1	520
9	200	old	2	1	320
9	200	new	2	0	376
9	200	new	3	1	353
9	200	old	3	1	516
9	200	old	3	1	341
9	200	old	4	1	421
9	200	old	4	1	573
9	200	new	4	1	385
9	200	old	4	1	448
9	200	old	4	1	448
9	200	new	2	1	396
9	200	new	3	1	1058
9	200	old	4	1	418
9	200	old	4	1	442
9	200	old	4	1	343
9	200	old	4	1	567
9	200	old	4	1	375
9	200	old	2	1	596
9	200	new	4	1	410
9	200	new	3	1	493
9	200	old	4	1	467
9	200	old	4	1	600
9	200	old	4	1	402
9	200	new	2	1	337
9	200	new	2	1	310
9	200	old	3	1	362
9	200	old	2	1	436
9	200	old	3	1	607
9	200	new	3	1	449
9	200	new	2	1	492
9	200	old	3	1	639
9	200	old	2	1	358
9	200	old	3	1	478
9	200	old	2	1	418
9	200	old	4	1	551
9	200	old	4	1	586
9	200	old	4	1	452
9	200	new	4	1	390
9	200	new	4	1	683
9	200	new	2	1	474
9	200	new	3	1	588
9	200	old	3	1	823
9	200	new	3	1	613
9	200	old	2	1	512
9	200	old	4	1	595
9	200	old	4	1	525
9	200	old	4	1	536
9	200	old	4	1	653
9	200	new	2	1	516
9	200	old	2	1	391
9	200	old	3	1	476
9	200	old	3	1	514
9	200	old	3	1	406
9	200	new	2	1	419
9	200	old	4	1	895
9	200	old	2	1	416
9	200	new	2	1	439
9	200	old	4	1	465
9	200	old	4	1	436
9	200	new	4	1	398
9	200	new	2	1	656
9	200	old	3	1	564
9	200	old	3	1	508
9	200	old	4	1	806
9	200	old	3	1	438
9	200	old	3	1	451
9	200	old	3	1	567
9	200	new	4	1	434
9	200	old	3	1	439
9	200	old	4	1	347
9	200	old	2	1	379
9	200	new	3	1	325
9	200	new	3	1	498
9	200	old	4	1	368
10	200	old	2	1	519
10	200	old	3	1	436
10	200	new	2	1	434
10	200	old	4	1	667
10	200	new	3	1	409
10	200	new	2	1	346
10	200	old	3	1	378
10	200	old	4	1	514
10	200	old	4	1	453
10	200	new	4	1	434
10	200	new	4	1	536
10	200	old	3	1	546
10	200	old	4	1	494
10	200	old	4	1	451
10	200	old	3	1	474
10	200	new	4	1	444
10	200	new	2	1	481
10	200	old	4	1	330
10	200	old	3	1	436
10	200	old	2	1	535
10	200	old	3	1	658
10	200	new	3	1	638
10	200	old	4	1	482
10	200	new	2	1	462
10	200	new	3	1	468
10	200	old	4	1	463
10	200	old	4	1	439
10	200	old	2	1	374
10	200	old	4	0	343
10	200	new	2	1	451
10	200	old	3	1	362
10	200	old	4	1	405
10	200	new	3	1	566
10	200	new	3	1	360
10	200	old	2	1	459
10	200	old	2	1	442
10	200	old	2	1	415
10	200	old	4	1	579
10	200	old	4	1	406
10	200	old	2	1	513
10	200	old	4	1	590
10	200	old	3	1	535
10	200	old	4	1	495
10	200	old	4	1	504
10	200	old	3	1	436
10	200	new	2	1	437
10	200	new	4	1	499
10	200	new	3	1	408
10	200	old	4	1	467
10	200	old	3	1	502
10	200	old	4	1	513
10	200	old	2	1	436
10	200	old	4	1	527
10	200	old	3	1	492
10	200	new	4	1	478
10	200	old	4	1	447
10	200	old	3	1	443
10	200	old	3	1	393
10	200	old	4	1	642
10	200	new	2	1	510
10	200	new	4	1	443
10	200	new	4	1	383
10	200	new	3	1	643
10	200	old	3	1	601
10	200	new	2	1	414
10	200	old	4	1	507
10	200	new	3	1	521
10	200	old	4	1	445
10	200	old	3	1	512
10	200	old	4	1	472
10	200	old	4	1	438
10	200	old	3	1	379
10	200	old	3	1	388
10	200	old	4	1	436
10	200	old	4	1	495
10	200	old	3	1	454
10	200	old	3	1	442
10	200	old	4	1	523
10	200	new	4	1	638
10	200	new	3	1	476
10	200	new	4	1	484
10	200	new	2	1	467
10	200	new	2	1	421
10	200	old	4	1	446
10	200	new	4	1	472
10	200	old	3	1	526
10	200	old	2	1	531
10	200	old	4	1	452
10	200	old	2	1	498
10	200	new	3	1	480
10	0	new	3	1	609
10	0	old	4	1	495
10	0	old	4	1	833
10	0	new	3	1	485
10	0	old	2	1	448
10	0	old	3	0	463
10	0	old	4	1	524
10	0	old	2	1	592
10	0	old	4	1	560
10	0	new	2	1	361
10	0	new	2	1	397
10	0	old	4	1	441
10	0	old	4	1	440
10	0	new	2	1	449
10	0	new	2	1	540
10	0	old	4	1	524
10	0	new	4	1	429
10	0	new	4	1	448
10	0	new	3	1	547
10	0	new	3	1	581
10	0	old	4	1	593
10	0	new	4	1	459
10	0	old	4	1	950
10	0	new	3	1	527
10	0	old	4	1	506
10	0	new	4	1	614
10	0	old	4	1	558
10	0	old	4	0	451
10	0	new	3	1	431
10	0	old	2	1	509
10	0	old	4	1	524
10	0	new	3	1	480
10	0	old	4	1	683
10	0	new	3	1	418
10	0	old	4	1	448
10	0	old	4	1	504
10	0	old	4	1	525
10	0	old	2	1	542
10	0	old	2	1	580
10	0	old	3	1	527
10	0	new	4	1	469
10	0	old	4	1	555
10	0	old	2	1	486
10	0	old	2	1	466
10	0	new	2	1	411
10	0	old	4	1	725
10	0	old	4	1	700
10	0	old	4	1	586
10	0	new	2	1	459
10	0	new	4	1	454
10	0	old	2	1	498
10	0	new	2	1	504
10	0	old	3	1	604
10	0	old	3	1	517
10	0	old	3	1	508
10	0	new	2	1	460
10	0	old	3	1	668
10	0	old	4	1	537
10	0	old	4	1	560
10	0	old	3	1	695
10	0	old	3	1	479
10	0	old	3	1	531
10	0	new	3	1	443
10	0	new	2	1	474
10	0	old	3	1	934
10	0	old	4	1	683
10	0	new	4	1	522
10	0	old	4	1	589
10	0	old	2	1	567
10	0	old	3	1	555
10	0	old	2	1	491
10	0	old	3	1	486
10	0	old	4	1	686
10	0	old	4	1	525
10	0	old	4	1	573
10	0	old	3	1	647
10	0	old	3	1	504
10	0	old	4	1	637
10	0	old	3	1	644
10	0	old	3	1	523
10	0	new	4	1	460
10	0	old	4	1	471
10	0	new	2	1	422
10	0	old	3	1	476
10	0	old	3	0	567
10	0	new	4	1	462
10	0	new	4	1	554
10	0	new	3	1	610
10	0	old	3	1	648
10	0	old	3	1	543
10	200	new	3	1	461
10	200	old	4	1	464
10	200	old	3	1	517
10	200	old	4	1	460
10	200	new	3	1	483
10	200	new	3	1	477
10	200	old	3	1	501
10	200	new	2	1	413
10	200	new	2	1	485
10	200	new	3	1	493
10	200	old	2	1	387
10	200	old	2	1	462
10	200	new	3	1	490
10	200	new	4	1	443
10	200	old	4	1	498
10	200	old	4	1	456
10	200	old	4	1	432
10	200	old	2	1	465
10	200	old	4	1	455
10	200	old	4	1	478
10	200	old	4	1	517
10	200	old	3	1	479
10	200	new	4	1	418
10	200	new	4	1	390
10	200	old	4	1	519
10	200	old	4	1	435
10	200	new	4	1	388
10	200	old	4	1	556
10	200	old	3	1	487
10	200	old	3	1	499
10	200	new	2	1	500
10	200	new	4	1	464
10	200	new	2	1	364
10	200	old	4	1	491
10	200	old	2	1	435
10	200	new	2	1	426
10	200	old	3	1	470
10	200	new	2	1	389
10	200	old	3	1	555
10	200	old	2	1	389
10	200	new	3	1	473
10	200	old	4	1	436
10	200	old	2	1	403
10	200	old	3	1	410
10	200	old	3	1	428
10	200	old	4	1	414
10	200	new	4	1	405
10	200	old	4	1	443
10	200	old	3	1	483
10	200	old	3	1	447
10	200	old	3	1	440
10	200	new	3	1	436
10	200	new	2	1	456
10	200	old	2	1	435
10	200	old	4	1	451
10	200	old	2	1	473
10	200	old	3	1	481
10	200	new	4	1	475
10	200	old	4	1	515
10	200	old	2	1	465
10	200	new	4	1	489
10	200	old	4	1	472
10	200	old	3	1	489
10	200	old	3	1	603
10	200	old	4	1	507
10	200	old	4	1	493
10	200	old	3	1	467
10	200	old	2	1	479
10	200	old	4	1	459
10	200	new	4	1	424
10	200	new	3	1	493
10	200	new	3	1	456
10	200	old	4	1	437
10	200	old	4	1	507
10	200	new	3	1	445
10	200	old	4	1	528
10	200	old	4	1	647
10	200	old	4	1	491
10	200	old	3	1	482
10	200	old	4	1	420
10	200	old	4	1	419
10	200	new	2	1	432
10	200	old	3	1	567
10	200	old	4	1	407
10	200	old	3	1	390
10	200	new	2	1	473
10	200	old	4	1	465
10	200	new	2	1	395
10	200	old	3	1	426
10	200	new	4	1	489
10	0	old	4	1	646
10	0	old	4	1	499
10	0	old	2	1	542
10	0	new	4	1	526
10	0	old	4	1	486
10	0	old	4	0	459
10	0	old	4	1	697
10	0	old	4	1	697
10	0	old	3	1	643
10	0	new	2	1	491
10	0	old	3	1	716
10	0	new	2	1	532
10	0	old	4	1	613
10	0	old	4	1	599
10	0	new	2	1	453
10	0	old	4	1	610
10	0	old	4	1	492
10	0	old	4	1	568
10	0	old	4	1	487
10	0	new	4	1	473
10	0	new	3	1	462
10	0	new	3	1	471
10	0	old	3	1	518
10	0	old	4	1	517
10	0	old	3	1	512
10	0	old	3	1	665
10	0	old	4	1	595
10	0	old	3	1	499
10	0	new	3	1	447
10	0	old	4	1	608
10	0	new	2	1	505
10	0	new	3	1	471
10	0	old	4	1	651
10	0	new	3	1	448
10	0	old	3	1	592
10	0	old	3	1	467
10	0	old	4	1	495
10	0	new	2	1	569
10	0	old	4	1	536
10	0	old	4	1	782
10	0	old	4	1	520
10	0	old	4	1	465
10	0	new	4	1	486
10	0	old	4	1	506
10	0	old	3	1	501
10	0	old	3	1	689
10	0	old	2	1	519
10	0	new	4	1	474
10	0	old	3	1	697
10	0	new	4	1	407
10	0	old	4	1	836
10	0	old	3	1	515
10	0	old	3	1	602
10	0	old	3	1	573
10	0	old	3	1	489
10	0	new	3	1	424
10	0	new	2	1	415
10	0	old	2	1	509
10	0	old	2	1	553
10	0	old	3	1	502
10	0	new	2	1	381
10	0	old	2	1	495
10	0	new	4	1	472
10	0	new	3	1	394
10	0	new	4	1	409
10	0	old	4	1	480
10	0	new	2	1	470
10	0	old	4	1	694
10	0	new	4	1	382
10	0	old	4	1	557
10	0	old	4	1	485
10	0	new	4	1	463
10	0	old	2	1	537
10	0	old	3	1	456
10	0	new	2	1	439
10	0	old	4	1	478
10	0	old	2	1	470
10	0	new	4	1	435
10	0	new	3	1	405
10	0	new	2	1	452
10	0	old	2	1	481
10	0	old	3	1	496
10	0	new	3	1	471
10	0	new	3	1	396
10	0	old	2	1	505
10	0	old	2	1	566
10	0	old	3	1	508
10	0	old	3	1	447
10	0	old	4	1	569
10	0	old	4	1	542
11	0	old	2	1	753
11	0	new	2	1	659
11	0	old	4	1	868
11	0	old	2	1	835
11	0	old	4	1	1243
11	0	old	3	1	849
11	0	old	4	1	697
11	0	old	3	1	708
11	0	new	3	1	621
11	0	new	2	1	741
11	0	old	4	1	805
11	0	old	4	1	682
11	0	old	2	1	662
11	0	new	4	1	710
11	0	new	2	1	953
11	0	old	4	1	844
11	0	old	3	1	857
11	0	old	3	1	942
11	0	old	4	1	901
11	0	old	4	1	960
11	0	new	2	1	1099
11	0	old	2	1	1171
11	0	new	2	1	830
11	0	old	4	1	924
11	0	new	4	1	1547
11	0	old	4	1	1232
11	0	old	4	1	1084
11	0	old	3	1	812
11	0	new	3	1	1586
11	0	new	2	1	1352
11	0	old	4	1	830
11	0	old	4	1	974
11	0	old	3	1	975
11	0	new	4	1	789
11	0	new	4	1	920
11	0	old	3	1	692
11	0	new	3	1	698
11	0	old	4	1	864
11	0	old	4	1	881
11	0	new	2	1	1081
11	0	old	4	1	1335
11	0	old	3	1	1245
11	0	new	2	1	1202
11	0	old	3	1	855
11	0	new	4	1	1150
11	0	old	3	1	730
11	0	old	3	1	814
11	0	old	3	1	532
11	0	old	2	1	703
11	0	old	4	1	632
11	0	old	4	1	843
11	0	new	4	0	115
11	0	old	3	1	1068
11	0	old	3	1	906
11	0	old	3	1	799
11	0	new	3	1	702
11	0	old	4	1	1228
11	0	old	2	1	982
11	0	old	4	1	2006
11	0	old	4	1	1179
11	0	new	3	1	1161
11	0	old	4	1	1333
11	0	new	3	1	1357
11	0	old	3	1	1244
11	0	old	2	1	729
11	0	old	4	1	599
11	0	old	4	1	1067
11	0	new	3	1	775
11	0	old	2	1	1060
11	0	old	2	1	2022
11	0	new	2	1	757
11	0	old	2	1	850
11	0	new	4	1	721
11	0	new	3	1	853
11	0	old	4	1	820
11	0	old	3	1	903
11	0	new	4	1	641
11	0	old	3	1	867
11	0	new	4	1	866
11	0	old	4	1	517
11	0	new	2	1	732
11	0	old	4	1	1052
11	0	old	3	1	1052
11	0	old	4	1	912
11	0	new	4	1	726
11	0	new	3	1	648
11	0	old	4	1	814
11	0	old	3	1	832
11	0	new	3	1	684
11	0	old	4	1	824
11	200	new	3	1	748
11	200	old	3	1	954
11	200	new	4	1	914
11	200	new	3	1	1116
11	200	new	2	1	679
11	200	old	3	1	798
11	200	old	4	1	786
11	200	new	3	1	740
11	200	new	2	1	874
11	200	new	2	1	1133
11	200	new	3	1	927
11	200	old	3	1	1255
11	200	old	4	1	1915
11	200	old	2	1	984
11	200	new	4	1	1188
11	200	new	2	1	763
11	200	old	4	1	1087
11	200	old	4	1	889
11	200	old	2	1	957
11	200	new	4	1	758
11	200	old	4	1	752
11	200	old	3	1	752
11	200	new	2	1	1337
11	200	old	3	1	793
11	200	old	3	1	989
11	200	old	4	1	830
11	200	new	4	1	749
11	200	new	2	1	855
11	200	old	4	1	944
11	200	old	2	1	1100
11	200	new	4	1	792
11	200	old	4	1	547
11	200	old	3	1	882
11	200	old	4	1	1249
11	200	old	4	1	650
11	200	old	3	1	744
11	200	new	4	1	767
11	200	old	2	1	633
11	200	old	3	1	1171
11	200	old	4	1	1747
11	200	old	4	1	644
11	200	old	2	1	1031
11	200	new	4	1	1289
11	200	new	3	1	723
11	200	old	4	1	1612
11	200	old	4	1	1110
11	200	new	3	1	618
11	200	old	4	1	452
11	200	new	4	1	1011
11	200	old	4	1	1322
11	200	old	3	1	636
11	200	new	3	0	837
11	200	new	3	1	714
11	200	old	4	1	874
11	200	old	4	1	414
11	200	old	2	1	792
11	200	old	3	1	513
11	200	new	4	1	980
11	200	new	3	1	788
11	200	old	4	1	977
11	200	old	4	1	567
11	200	old	4	1	1049
11	200	old	2	1	618
11	200	old	4	1	1619
11	200	old	3	1	916
11	200	new	2	0	821
11	200	old	4	1	835
11	200	old	3	1	722
11	200	old	4	1	794
11	200	new	2	1	1119
11	200	old	4	1	997
11	200	old	3	1	2839
11	200	old	4	1	1202
11	200	new	2	1	927
11	200	old	3	1	1171
11	200	new	2	1	861
11	200	old	4	1	647
11	200	new	4	1	654
11	200	old	4	1	875
11	200	old	4	1	781
11	200	old	3	1	1056
11	200	old	3	1	1523
11	200	old	2	0	1592
11	200	old	4	1	468
11	200	old	3	1	904
11	200	old	2	1	557
11	200	old	3	1	645
11	200	new	3	1	624
11	200	old	2	1	511
11	200	old	3	1	1216
11	0	new	4	1	597
11	0	new	2	1	1105
11	0	new	2	1	710
11	0	old	4	1	1086
11	0	old	3	1	704
11	0	new	3	1	967
11	0	old	4	1	911
11	0	old	4	1	785
11	0	old	2	1	601
11	0	old	3	1	724
11	0	old	4	1	613
11	0	old	4	1	562
11	0	new	2	1	604
11	0	old	4	1	1107
11	0	new	4	1	711
11	0	old	4	1	731
11	0	old	4	1	696
11	0	old	4	1	972
11	0	old	3	1	938
11	0	old	3	1	1016
11	0	old	4	1	534
11	0	old	3	1	787
11	0	new	2	1	930
11	0	new	4	1	1027
11	0	new	4	1	619
11	0	old	4	1	1188
11	0	old	4	1	887
11	0	old	4	1	726
11	0	old	3	1	909
11	0	old	3	1	704
11	0	old	3	1	812
11	0	old	3	1	684
11	0	old	4	1	1223
11	0	old	2	1	1012
11	0	new	4	1	553
11	0	old	4	1	929
11	0	old	2	1	944
11	0	old	3	1	879
11	0	new	3	1	1032
11	0	new	3	1	776
11	0	old	4	1	814
11	0	old	4	1	714
11	0	old	2	1	661
11	0	new	3	1	618
11	0	old	3	1	775
11	0	new	3	1	653
11	0	old	3	1	787
11	0	new	3	1	704
11	0	old	3	0	798
11	0	old	3	1	667
11	0	new	3	1	1032
11	0	old	4	1	788
11	0	old	3	1	995
11	0	new	2	1	767
11	0	old	3	1	703
11	0	old	4	1	628
11	0	old	4	1	1674
11	0	old	3	0	1042
11	0	old	2	1	918
11	0	new	4	1	794
11	0	old	2	1	776
11	0	old	4	1	1008
11	0	old	3	1	868
11	0	old	2	1	757
11	0	new	2	1	1409
11	0	new	4	1	755
11	0	new	3	1	767
11	0	old	3	1	887
11	0	new	3	1	609
11	0	old	4	1	1234
11	0	old	4	1	1274
11	0	old	4	1	879
11	0	old	4	1	1413
11	0	old	4	1	1548
11	0	new	2	1	756
11	0	old	4	1	835
11	0	new	2	1	631
11	0	new	4	1	1095
11	0	old	4	1	659
11	0	new	4	1	888
11	0	new	2	1	728
11	0	old	3	1	1465
11	0	old	2	1	735
11	0	old	2	1	1352
11	0	new	4	1	618
11	0	new	2	1	786
11	0	new	3	1	1694
11	0	old	2	1	738
11	0	old	4	1	624
11	0	old	4	1	988
11	200	old	3	1	813
11	200	old	3	1	750
11	200	old	4	1	943
11	200	old	3	1	912
11	200	old	2	1	682
11	200	old	3	1	853
11	200	old	3	1	876
11	200	new	3	1	626
11	200	new	3	1	643
11	200	old	4	1	575
11	200	old	3	1	844
11	200	old	4	1	765
11	200	old	4	1	965
11	200	new	3	1	766
11	200	old	4	1	849
11	200	old	2	1	912
11	200	new	4	0	813
11	200	old	2	1	972
11	200	old	3	1	1167
11	200	old	4	1	1103
11	200	old	4	1	621
11	200	new	3	1	766
11	200	old	4	1	993
11	200	old	4	1	881
11	200	old	3	1	729
11	200	new	2	1	1463
11	200	new	2	1	709
11	200	old	4	1	990
11	200	new	4	1	966
11	200	old	3	1	908
11	200	old	4	1	815
11	200	old	2	1	866
11	200	new	4	1	1135
11	200	old	2	1	832
11	200	old	4	1	763
11	200	new	3	1	865
11	200	new	3	1	967
11	200	old	2	1	759
11	200	new	2	1	727
11	200	old	4	1	776
11	200	new	4	1	902
11	200	old	3	1	714
11	200	old	3	1	1299
11	200	new	3	1	1027
11	200	new	3	1	683
11	200	old	4	0	830
11	200	old	3	1	966
11	200	old	4	1	1087
11	200	old	3	1	856
11	200	new	2	1	821
11	200	old	3	1	1222
11	200	old	3	1	827
11	200	old	3	1	1039
11	200	old	2	1	866
11	200	new	3	1	1033
11	200	old	4	1	806
11	200	old	4	1	806
11	200	old	4	1	990
11	200	old	3	1	651
11	200	old	4	1	661
11	200	new	4	1	543
11	200	old	4	1	636
11	200	old	4	1	659
11	200	new	2	1	962
11	200	old	4	1	638
11	200	old	4	1	748
11	200	old	2	1	681
11	200	old	4	1	690
11	200	new	3	1	781
11	200	old	3	1	906
11	200	old	4	1	934
11	200	new	4	1	1225
11	200	old	3	1	674
11	200	old	4	1	1102
11	200	new	4	1	701
11	200	old	2	1	508
11	200	old	3	1	460
11	200	old	2	1	1159
11	200	old	4	1	632
11	200	new	4	1	656
11	200	old	4	1	797
11	200	new	4	1	604
11	200	new	2	1	662
11	200	new	2	1	696
11	200	old	4	1	795
11	200	new	2	1	546
11	200	old	4	1	526
11	200	new	2	1	619
11	200	new	4	1	1508
11	200	new	2	1	583
12	200	old	4	1	522
12	200	old	3	1	380
12	200	new	4	1	541
12	200	old	3	1	513
12	200	old	3	1	381
12	200	old	3	1	343
12	200	new	2	1	357
12	200	old	3	1	491
12	200	old	4	1	543
12	200	old	4	0	450
12	200	new	2	1	532
12	200	old	3	1	537
12	200	new	3	1	414
12	200	new	3	1	432
12	200	new	4	1	357
12	200	old	3	1	477
12	200	old	3	1	535
12	200	old	4	1	384
12	200	old	4	1	617
12	200	new	2	1	440
12	200	old	3	1	477
12	200	old	4	1	487
12	200	old	2	1	415
12	200	old	4	1	497
12	200	old	4	1	644
12	200	old	2	1	465
12	200	new	4	1	571
12	200	old	4	1	481
12	200	old	4	1	470
12	200	old	3	1	399
12	200	old	4	1	416
12	200	old	4	1	308
12	200	old	4	1	928
12	200	old	2	1	403
12	200	old	2	1	416
12	200	old	4	1	350
12	200	new	4	1	474
12	200	old	4	1	383
12	200	new	2	1	457
12	200	old	4	1	407
12	200	old	3	1	548
12	200	new	3	1	432
12	200	new	4	1	522
12	200	old	4	1	736
12	200	old	4	1	491
12	200	old	4	1	445
12	200	new	3	1	448
12	200	old	2	0	346
12	200	new	2	1	358
12	200	old	4	1	351
12	200	new	2	1	511
12	200	new	4	1	568
12	200	new	3	1	420
12	200	old	3	1	416
12	200	new	3	1	332
12	200	old	4	1	512
12	200	old	2	1	497
12	200	old	4	1	427
12	200	old	4	1	357
12	200	old	2	1	557
12	200	old	3	1	540
12	200	new	2	1	582
12	200	new	4	1	386
12	200	new	4	1	654
12	200	old	2	1	499
12	200	old	4	1	541
12	200	new	4	1	769
12	200	new	3	1	456
12	200	old	4	1	560
12	200	new	4	1	414
12	200	old	3	1	439
12	200	old	4	1	477
12	200	new	2	1	504
12	200	old	3	1	515
12	200	old	3	1	463
12	200	old	4	1	408
12	200	old	3	1	565
12	200	new	3	1	533
12	200	new	3	1	477
12	200	old	2	1	427
12	200	new	2	1	336
12	200	new	2	1	417
12	200	old	4	1	391
12	200	old	3	1	447
12	200	old	4	1	558
12	200	old	3	1	701
12	200	old	4	1	425
12	200	old	3	1	442
12	200	old	2	1	485
12	200	new	3	1	513
12	0	old	2	1	718
12	0	old	4	1	481
12	0	new	3	1	637
12	0	old	4	1	555
12	0	new	2	1	508
12	0	new	4	1	435
12	0	old	4	1	557
12	0	new	4	1	549
12	0	old	3	1	558
12	0	old	4	1	863
12	0	new	2	1	514
12	0	old	4	1	634
12	0	old	3	1	535
12	0	new	2	1	508
12	0	old	2	1	481
12	0	old	2	0	503
12	0	old	2	1	541
12	0	new	3	1	467
12	0	old	4	1	619
12	0	old	3	1	548
12	0	new	3	1	455
12	0	old	3	1	729
12	0	new	2	1	409
12	0	new	2	1	457
12	0	new	2	1	524
12	0	new	3	1	533
12	0	old	3	1	502
12	0	new	4	1	559
12	0	new	2	1	431
12	0	old	2	1	756
12	0	old	4	1	562
12	0	new	4	1	504
12	0	new	4	1	373
12	0	old	3	1	545
12	0	old	4	1	602
12	0	old	3	1	708
12	0	old	4	0	492
12	0	new	3	1	498
12	0	old	4	1	521
12	0	old	3	1	655
12	0	new	4	1	514
12	0	old	2	1	465
12	0	new	4	1	409
12	0	old	3	1	445
